,lr,nb,rf,sgd,weight
0,0.3391044776119403,0.22895522388059705,0.3940298507462687,0.34,0
0,0.33104477611940303,0.2023880597014925,0.4370149253731344,0.3423880597014925,1
1,0.33044776119402985,0.20626865671641792,0.4101492537313433,0.30149253731343284,2
2,0.33134328358208953,0.21044776119402986,0.4185074626865672,0.3492537313432836,3
3,0.33104477611940303,0.2143283582089552,0.4247761194029851,0.3549253731343284,4
4,0.33044776119402985,0.21611940298507465,0.4095522388059701,0.2779104477611941,5
5,0.33104477611940303,0.21761194029850747,0.4241791044776119,0.2808955223880597,6
6,0.33104477611940303,0.2182089552238806,0.42029850746268654,0.2838805970149253,7
7,0.33134328358208953,0.21970149253731344,0.4191044776119403,0.291044776119403,8
8,0.33104477611940303,0.21970149253731344,0.4274626865671642,0.19761194029850745,9
9,0.3316417910447761,0.22029850746268656,0.4337313432835821,0.3823880597014925,10
10,0.3307462686567164,0.2217910447761194,0.4211940298507463,0.3447761194029851,11
11,0.33134328358208953,0.2217910447761194,0.4185074626865672,0.3519402985074627,12
12,0.3328358208955224,0.22268656716417912,0.4322388059701493,0.4388059701492537,13
13,0.33104477611940303,0.22268656716417912,0.4277611940298507,0.41761194029850746,14
14,0.33104477611940303,0.22238805970149253,0.4328358208955224,0.28328358208955223,15
15,0.33104477611940303,0.22268656716417912,0.4250746268656717,0.3886567164179104,16
16,0.33134328358208953,0.22298507462686568,0.4194029850746269,0.4149253731343284,17
17,0.33134328358208953,0.22328358208955226,0.4226865671641791,0.33671641791044776,18
18,0.33104477611940303,0.22328358208955226,0.4226865671641791,0.4802985074626866,19
19,0.3307462686567164,0.22268656716417912,0.4229850746268657,0.4289552238805969,20
20,0.33134328358208953,0.22298507462686568,0.4164179104477612,0.4791044776119403,21
21,0.33044776119402985,0.22417910447761194,0.42,0.453134328358209,22
22,0.33104477611940303,0.2247761194029851,0.4161194029850746,0.22507462686567165,23
23,0.3307462686567164,0.22686567164179106,0.4247761194029851,0.26597014925373136,24
24,0.33044776119402985,0.22686567164179106,0.4211940298507463,0.1880597014925373,25
25,0.33104477611940303,0.22686567164179106,0.4155223880597015,0.4797014925373134,26
26,0.33134328358208953,0.22746268656716415,0.4274626865671642,0.2829850746268657,27
27,0.33044776119402985,0.2271641791044776,0.4173134328358209,0.21313432835820892,28
28,0.3301492537313433,0.2259701492537313,0.4235820895522388,0.3447761194029851,29
29,0.33044776119402985,0.2262686567164179,0.4241791044776119,0.16597014925373135,30
30,0.3307462686567164,0.22686567164179106,0.4235820895522388,0.10417910447761193,31
31,0.33134328358208953,0.2271641791044776,0.4244776119402985,0.3546268656716418,32
32,0.3316417910447761,0.2283582089552239,0.42328358208955225,0.442089552238806,33
33,0.32985074626865674,0.2292537313432836,0.4098507462686567,0.38537313432835824,34
34,0.3355223880597015,0.2292537313432836,0.4385074626865672,0.2426865671641791,35
35,0.33134328358208953,0.22895522388059705,0.4182089552238806,0.3271641791044776,36
36,0.33104477611940303,0.22895522388059705,0.4223880597014925,0.3155223880597015,37
37,0.3331343283582089,0.22895522388059705,0.433134328358209,0.10567164179104477,38
38,0.33104477611940303,0.2292537313432836,0.4214925373134328,0.17402985074626864,39
39,0.33611940298507464,0.2292537313432836,0.41880597014925375,0.4617910447761194,40
40,0.3316417910447761,0.2298507462686567,0.41761194029850746,0.19880597014925366,41
41,0.3319402985074627,0.2301492537313433,0.42388059701492536,0.17970149253731346,42
42,0.3307462686567164,0.2292537313432836,0.4170149253731344,0.3770149253731343,43
43,0.3325373134328358,0.22895522388059705,0.42388059701492536,0.4217910447761194,44
44,0.33044776119402985,0.22895522388059705,0.4143283582089553,0.1053731343283582,45
45,0.3316417910447761,0.22895522388059705,0.4182089552238806,0.3274626865671641,46
46,0.3316417910447761,0.22776119402985076,0.4268656716417911,0.4832835820895522,47
47,0.33104477611940303,0.2280597014925373,0.4152238805970149,0.3331343283582089,48
48,0.33104477611940303,0.2271641791044776,0.4268656716417911,0.4573134328358209,49
49,0.3301492537313433,0.22776119402985076,0.4274626865671642,0.222089552238806,50
50,0.33134328358208953,0.2280597014925373,0.4274626865671642,0.2680597014925373,51
51,0.33104477611940303,0.22865671641791044,0.4214925373134328,0.3483582089552239,52
52,0.3322388059701493,0.2292537313432836,0.42029850746268654,0.42955223880597015,53
53,0.33104477611940303,0.2292537313432836,0.4277611940298507,0.4173134328358209,54
54,0.3301492537313433,0.2292537313432836,0.4247761194029851,0.4782089552238806,55
55,0.33492537313432835,0.2283582089552239,0.41761194029850746,0.3253731343283582,56
56,0.33791044776119405,0.2262686567164179,0.42328358208955225,0.09522388059701492,57
57,0.33134328358208953,0.2256716417910448,0.42029850746268654,0.3919402985074627,58
58,0.3301492537313433,0.2253731343283582,0.4259701492537313,0.3946268656716418,59
59,0.32985074626865674,0.22417910447761194,0.4274626865671642,0.14656716417910448,60
60,0.3307462686567164,0.22417910447761194,0.4283582089552239,0.09611940298507464,61
61,0.33791044776119405,0.22417910447761194,0.4253731343283582,0.3835820895522388,62
62,0.33044776119402985,0.2244776119402985,0.4253731343283582,0.3074626865671642,63
63,0.3358208955223881,0.22417910447761194,0.4304477611940298,0.12925373134328358,64
64,0.33044776119402985,0.2247761194029851,0.4235820895522388,0.3686567164179104,65
65,0.3295522388059702,0.2244776119402985,0.4197014925373134,0.32208955223880603,66
66,0.3319402985074627,0.2235820895522388,0.4286567164179104,0.1474626865671642,67
67,0.3316417910447761,0.22417910447761194,0.4262686567164179,0.16,68
68,0.3307462686567164,0.22388059701492535,0.4307462686567164,0.2056716417910448,69
69,0.3307462686567164,0.2235820895522388,0.42,0.4743283582089553,70
70,0.3316417910447761,0.22328358208955226,0.4259701492537313,0.4364179104477612,71
71,0.33104477611940303,0.22328358208955226,0.4364179104477612,0.18119402985074626,72
72,0.32985074626865674,0.22328358208955226,0.4241791044776119,0.4191044776119403,73
73,0.3316417910447761,0.22328358208955226,0.4253731343283582,0.2623880597014925,74
74,0.3331343283582089,0.22328358208955226,0.4247761194029851,0.09104477611940298,75
75,0.33761194029850744,0.22328358208955226,0.4191044776119403,0.0955223880597015,76
76,0.33044776119402985,0.22298507462686568,0.4277611940298507,0.4235820895522388,77
77,0.33134328358208953,0.22238805970149253,0.4259701492537313,0.1707462686567164,78
78,0.3301492537313433,0.22268656716417912,0.4307462686567164,0.4907462686567165,79
79,0.3307462686567164,0.22268656716417912,0.4241791044776119,0.21223880597014924,80
80,0.3307462686567164,0.22298507462686568,0.4137313432835821,0.2967164179104478,81
81,0.33104477611940303,0.22298507462686568,0.4283582089552239,0.15343283582089556,82
82,0.3316417910447761,0.2235820895522388,0.4289552238805969,0.25492537313432834,83
83,0.32985074626865674,0.22268656716417912,0.4244776119402985,0.2752238805970149,84
84,0.3301492537313433,0.22268656716417912,0.4265671641791045,0.4782089552238806,85
85,0.33044776119402985,0.22238805970149253,0.4194029850746269,0.13850746268656716,86
86,0.3307462686567164,0.2217910447761194,0.4259701492537313,0.16029850746268656,87
87,0.33044776119402985,0.2214925373134328,0.4304477611940298,0.4540298507462687,88
88,0.3331343283582089,0.2217910447761194,0.4185074626865672,0.4385074626865672,89
89,0.3319402985074627,0.2214925373134328,0.4226865671641791,0.3164179104477612,90
90,0.3319402985074627,0.22119402985074627,0.4253731343283582,0.2152238805970149,91
91,0.33104477611940303,0.2208955223880597,0.4226865671641791,0.4429850746268657,92
92,0.3316417910447761,0.22059701492537315,0.42,0.3808955223880597,93
93,0.3316417910447761,0.22,0.4250746268656717,0.2155223880597015,94
94,0.33791044776119405,0.21970149253731344,0.4298507462686567,0.4191044776119403,95
95,0.33134328358208953,0.2182089552238806,0.4271641791044776,0.4880597014925373,96
96,0.3301492537313433,0.2182089552238806,0.4250746268656717,0.13074626865671646,97
97,0.3301492537313433,0.21761194029850747,0.4250746268656717,0.4841791044776119,98
98,0.3325373134328358,0.21731343283582089,0.41761194029850746,0.4916417910447761,99
99,0.3319402985074627,0.2164179104477612,0.4205970149253732,0.19611940298507466,100
100,0.3319402985074627,0.21582089552238806,0.4152238805970149,0.4907462686567165,101
