,lr,nb,rf,sgd,weight
0,0.3391044776119403,0.22895522388059703,0.40507462686567164,0.34776119402985073,0
1,0.33940298507462685,0.23880597014925373,0.4274626865671642,0.33313432835820894,1
2,0.3402985074626866,0.23791044776119402,0.42149253731343284,0.34388059701492535,2
3,0.3408955223880597,0.2373134328358209,0.4223880597014925,0.25970149253731345,3
4,0.34119402985074626,0.23761194029850746,0.42059701492537316,0.37343283582089554,4
5,0.34059701492537314,0.23791044776119402,0.42328358208955225,0.42059701492537316,5
6,0.34,0.23910447761194029,0.43701492537313436,0.3597014925373134,6
7,0.34059701492537314,0.23970149253731343,0.4116417910447761,0.3056716417910448,7
8,0.3402985074626866,0.23970149253731343,0.42686567164179107,0.39671641791044776,8
9,0.34,0.23970149253731343,0.41880597014925375,0.3567164179104478,9
10,0.34059701492537314,0.23880597014925373,0.4307462686567164,0.2946268656716418,10
11,0.3402985074626866,0.23910447761194029,0.4271641791044776,0.32597014925373136,11
12,0.34119402985074626,0.23970149253731343,0.4253731343283582,0.3370149253731343,12
13,0.34059701492537314,0.23970149253731343,0.41880597014925375,0.2695522388059701,13
14,0.34,0.24,0.4280597014925373,0.36716417910447763,14
15,0.34238805970149255,0.24119402985074626,0.4316417910447761,0.34567164179104476,15
16,0.3408955223880597,0.24,0.4298507462686567,0.3164179104477612,16
17,0.34,0.24,0.4211940298507463,0.24776119402985075,17
18,0.3408955223880597,0.23970149253731343,0.43343283582089553,0.4728358208955224,18
19,0.34,0.23940298507462687,0.42388059701492536,0.35253731343283584,19
20,0.3397014925373134,0.23970149253731343,0.42656716417910445,0.29253731343283584,20
21,0.3402985074626866,0.23970149253731343,0.4355223880597015,0.23701492537313432,21
22,0.34,0.23940298507462687,0.43223880597014924,0.18507462686567164,22
23,0.3402985074626866,0.23940298507462687,0.42597014925373133,0.24119402985074626,23
24,0.3408955223880597,0.24059701492537314,0.4256716417910448,0.26119402985074625,24
25,0.34,0.24119402985074626,0.42029850746268654,0.3597014925373134,25
26,0.3402985074626866,0.24119402985074626,0.42835820895522386,0.3417910447761194,26
27,0.33940298507462685,0.24119402985074626,0.42029850746268654,0.3644776119402985,27
28,0.34,0.24059701492537314,0.41701492537313434,0.30776119402985075,28
29,0.3397014925373134,0.24059701492537314,0.4164179104477612,0.14029850746268657,29
30,0.3402985074626866,0.24029850746268658,0.42149253731343284,0.22208955223880597,30
31,0.3465671641791045,0.24059701492537314,0.42208955223880595,0.33940298507462685,31
32,0.34,0.24059701492537314,0.43343283582089553,0.3483582089552239,32
33,0.33940298507462685,0.2408955223880597,0.42328358208955225,0.4059701492537313,33
34,0.34388059701492535,0.24059701492537314,0.4164179104477612,0.3635820895522388,34
35,0.3397014925373134,0.24029850746268658,0.4208955223880597,0.30507462686567166,35
36,0.3402985074626866,0.24059701492537314,0.4298507462686567,0.3991044776119403,36
37,0.3402985074626866,0.2408955223880597,0.42597014925373133,0.2916417910447761,37
38,0.3397014925373134,0.2408955223880597,0.42059701492537316,0.1382089552238806,38
39,0.3397014925373134,0.2408955223880597,0.4223880597014925,0.24895522388059702,39
40,0.3391044776119403,0.2408955223880597,0.4223880597014925,0.43791044776119403,40
41,0.3408955223880597,0.24029850746268658,0.4101492537313433,0.44328358208955226,41
42,0.3402985074626866,0.2408955223880597,0.43223880597014924,0.46567164179104475,42
43,0.34,0.24059701492537314,0.4155223880597015,0.35492537313432837,43
44,0.34,0.24029850746268658,0.4253731343283582,0.2247761194029851,44
45,0.3397014925373134,0.24,0.42776119402985074,0.29223880597014923,45
46,0.3397014925373134,0.23970149253731343,0.41432835820895525,0.28417910447761197,46
47,0.3385074626865672,0.24059701492537314,0.42388059701492536,0.42895522388059704,47
48,0.3402985074626866,0.24119402985074626,0.4185074626865672,0.33761194029850744,48
49,0.34,0.2408955223880597,0.4319402985074627,0.26119402985074625,49
50,0.34567164179104476,0.24119402985074626,0.42149253731343284,0.3623880597014925,50
51,0.3397014925373134,0.24029850746268658,0.4316417910447761,0.2605970149253731,51
52,0.3397014925373134,0.24029850746268658,0.42656716417910445,0.1653731343283582,52
53,0.3453731343283582,0.2408955223880597,0.42507462686567166,0.2791044776119403,53
54,0.34328358208955223,0.24059701492537314,0.41761194029850746,0.4128358208955224,54
55,0.34,0.2408955223880597,0.4388059701492537,0.22149253731343282,55
56,0.34059701492537314,0.24059701492537314,0.4316417910447761,0.23044776119402985,56
57,0.3397014925373134,0.24029850746268658,0.42895522388059704,0.4286567164179104,57
58,0.34119402985074626,0.24059701492537314,0.4173134328358209,0.4817910447761194,58
59,0.34059701492537314,0.24119402985074626,0.43044776119402983,0.3370149253731343,59
60,0.3435820895522388,0.24059701492537314,0.4241791044776119,0.3173134328358209,60
61,0.34119402985074626,0.24029850746268658,0.4319402985074627,0.05253731343283582,61
62,0.33940298507462685,0.2408955223880597,0.4223880597014925,0.26119402985074625,62
63,0.3453731343283582,0.2408955223880597,0.4262686567164179,0.4797014925373134,63
64,0.3402985074626866,0.2408955223880597,0.4223880597014925,0.2955223880597015,64
65,0.3453731343283582,0.24029850746268658,0.4262686567164179,0.4116417910447761,65
66,0.34507462686567164,0.2408955223880597,0.4301492537313433,0.45611940298507464,66
67,0.3408955223880597,0.24119402985074626,0.44,0.11402985074626866,67
