,lr,nb,rf,sgd,weight
0,0.4290334171757096,0.2511678045274883,0.4750269493352498,0.4286740927057133,0
0,0.4301113905856989,0.2364355012576357,0.5145526410348544,0.4218469277757815,1
1,0.4293927416457061,0.2400287459575997,0.5120373697448797,0.4200503054257995,2
2,0.4297520661157025,0.244699964067553,0.5156306144448437,0.4042400287459576,3
3,0.4304707150556953,0.24721523535752785,0.5123966942148761,0.4333453108156666,4
4,0.43478260869565216,0.2497305066475027,0.5181458857348186,0.4635285662953647,5
5,0.4308300395256917,0.2518864534674811,0.5282069708947179,0.4333453108156666,6
6,0.4308300395256917,0.2565576715774344,0.5177865612648221,0.362199065756378,7
7,0.4308300395256917,0.25763564498742364,0.5152712899748473,0.3798059647862019,8
8,0.4408911246855911,0.2587136183974129,0.5030542579949695,0.3895077254761049,9
9,0.4401724757455983,0.2597915918074021,0.5091627739849084,0.4139417894358606,10
10,0.44520301832554793,0.2608695652173913,0.5066475026949335,0.4502335609054977,11
11,0.4448436938555516,0.2630255120373697,0.5167085878548329,0.3758533956162415,12
12,0.44699964067553005,0.2630255120373697,0.5102407473948976,0.2838663312971613,13
13,0.448796263025512,0.2641034854473589,0.5177865612648221,0.2270930650377291,14
14,0.4477182896155228,0.2651814588573482,0.5141933165648581,0.5037729069349622,15
15,0.4484369385555157,0.2655407833273446,0.5134746676248653,0.4850880344951492,16
16,0.448796263025512,0.2666187567373338,0.5170679123248293,0.4505928853754941,17
17,0.4473589651455264,0.26805605461731946,0.5052102048149479,0.31800215594682,18
18,0.4480776140855192,0.2698526769673015,0.5264103485447359,0.2806324110671937,19
19,0.4502335609054977,0.2727272727272727,0.5123966942148761,0.4735896514552641,20
20,0.4351419331656486,0.27308659719726913,0.5066475026949335,0.3758533956162415,21
21,0.44520301832554793,0.2738052461372619,0.5181458857348186,0.3923823212360762,22
22,0.4484369385555157,0.27560186848724394,0.5203018325547971,0.4513115343154869,23
23,0.4477182896155228,0.27488321954725115,0.5088034495149121,0.3460294646065397,24
24,0.4527488321954725,0.27560186848724394,0.5095220984549048,0.3090190441969098,25
25,0.4358605821056414,0.2763205174272368,0.5116780452748833,0.3557312252964427,26
26,0.4477182896155228,0.2770391663672296,0.5145526410348544,0.15989938914840102,27
27,0.4423284225655767,0.2781171397772188,0.5246137261947539,0.4441250449155588,28
28,0.4495149119655049,0.2784764642472152,0.5159899389148401,0.3212360761767876,29
29,0.453108156665469,0.2784764642472152,0.523895077254761,0.3219547251167805,30
30,0.4351419331656486,0.2781171397772188,0.5242544017247575,0.4408911246855911,31
31,0.4502335609054977,0.2784764642472152,0.5088034495149121,0.3887890765361121,32
32,0.4480776140855192,0.2784764642472152,0.5159899389148401,0.22170319798778296,33
33,0.4495149119655049,0.27883578871721165,0.5088034495149121,0.1491196550485088,34
34,0.43550125763564507,0.2784764642472152,0.5102407473948976,0.5630614444843693,35
35,0.4491555874955084,0.27919511318720797,0.5163492633848366,0.16672655407833273,36
36,0.4362199065756378,0.27883578871721165,0.5123966942148761,0.16816385195831834,37
37,0.448796263025512,0.27883578871721165,0.5167085878548329,0.3165648580668344,38
38,0.4473589651455264,0.2799137621272009,0.5149119655048509,0.25763564498742364,39
39,0.4498742364355013,0.27955443765720445,0.5109593963348904,0.4865253323751347,40
40,0.4477182896155228,0.27919511318720797,0.5203018325547971,0.5411426518145885,41
41,0.4412504491555875,0.27919511318720797,0.5123966942148761,0.2127200862378728,42
42,0.4505928853754941,0.27955443765720445,0.5156306144448437,0.07186489399928135,43
43,0.4523895077254761,0.2802730865971973,0.5123966942148761,0.32806324110671936,44
44,0.4523895077254761,0.2806324110671937,0.5156306144448437,0.2824290334171757,45
45,0.4502335609054977,0.2806324110671937,0.5192238591448077,0.08228530362917715,46
46,0.4523895077254761,0.2802730865971973,0.5134746676248653,0.360402443406396,47
47,0.4534674811354653,0.2802730865971973,0.5048508803449515,0.2342795544376572,48
48,0.4426877470355731,0.2799137621272009,0.5192238591448077,0.5404240028745958,49
49,0.4426877470355731,0.2809917355371901,0.5109593963348904,0.2565576715774344,50
50,0.4484369385555157,0.2809917355371901,0.5134746676248653,0.2554796981674452,51
51,0.4362199065756378,0.2813510600071865,0.5062881782249371,0.5037729069349622,52
52,0.4369385555156306,0.2813510600071865,0.5192238591448077,0.5670140136543299,53
53,0.4513115343154869,0.2817103844771829,0.5235357527847646,0.1440891124685591,54
54,0.4491555874955084,0.2820697089471793,0.5141933165648581,0.09737693136902624,55
55,0.4538268056054618,0.2827883578871721,0.5152712899748473,0.5691699604743083,56
56,0.4358605821056414,0.2827883578871721,0.5152712899748473,0.371900826446281,57
57,0.4527488321954725,0.2820697089471793,0.5203018325547971,0.34099892202659005,58
58,0.4495149119655049,0.2831476823571685,0.5174272367948257,0.5616241466043838,59
59,0.4484369385555157,0.2831476823571685,0.5120373697448797,0.2278117139777219,60
60,0.4358605821056414,0.2831476823571685,0.5167085878548329,0.5443765720445563,61
61,0.4523895077254761,0.2827883578871721,0.5123966942148761,0.5016169601149838,62
62,0.4473589651455264,0.2827883578871721,0.5203018325547971,0.522098454904779,63
63,0.4509522098454905,0.2831476823571685,0.5073661516349264,0.5264103485447359,64
64,0.4495149119655049,0.2827883578871721,0.5048508803449515,0.4441250449155588,65
65,0.4520301832554797,0.2831476823571685,0.5077254761049227,0.3629177146963708,66
66,0.4520301832554797,0.2827883578871721,0.5102407473948976,0.4592166726554078,67
67,0.4351419331656486,0.2835070068271649,0.5102407473948976,0.24685591088753145,68
68,0.4509522098454905,0.2831476823571685,0.5149119655048509,0.37549407114624506,69
69,0.4491555874955084,0.2835070068271649,0.5127560186848724,0.4182536830758175,70
70,0.4527488321954725,0.2838663312971613,0.5192238591448077,0.1807402084081926,71
71,0.4516708587854833,0.2845849802371542,0.5134746676248653,0.09234638878907654,72
72,0.4369385555156306,0.2849443047071505,0.5141933165648581,0.10420409629895797,73
73,0.44520301832554793,0.2842256557671577,0.5066475026949335,0.5486884656845131,74
74,0.4523895077254761,0.2842256557671577,0.5203018325547971,0.11282788357887172,75
75,0.4358605821056414,0.2842256557671577,0.5213798059647862,0.09665828242903343,76
76,0.448796263025512,0.2842256557671577,0.5156306144448437,0.4696370822853037,77
77,0.4369385555156306,0.2838663312971613,0.5098814229249012,0.18900467121811,78
78,0.43765720445562345,0.2838663312971613,0.5030542579949695,0.5077254761049227,79
79,0.453108156665469,0.2835070068271649,0.5109593963348904,0.5012576356449874,80
80,0.4538268056054618,0.2845849802371542,0.5152712899748473,0.13546532518864535,81
81,0.4516708587854833,0.2831476823571685,0.5141933165648581,0.5310815666546892,82
82,0.4520301832554797,0.2824290334171757,0.5213798059647862,0.5688106360043119,83
83,0.4369385555156306,0.2827883578871721,0.5246137261947539,0.2335609054976644,84
84,0.4308300395256917,0.2824290334171757,0.5206611570247934,0.5141933165648581,85
85,0.43550125763564507,0.2827883578871721,0.5141933165648581,0.11534315486884655,86
86,0.44520301832554793,0.2824290334171757,0.5141933165648581,0.07725476104922745,87
87,0.4502335609054977,0.2824290334171757,0.50700682716493,0.3586058210564139,88
88,0.4527488321954725,0.2824290334171757,0.5052102048149479,0.05425799496945742,89
89,0.44520301832554793,0.2824290334171757,0.5170679123248293,0.3481854114265181,90
90,0.4545454545454545,0.2824290334171757,0.518505210204815,0.4847287100251527,91
91,0.43657923104563423,0.2824290334171757,0.5156306144448437,0.26697808120733024,92
92,0.4556234279554438,0.2827883578871721,0.5109593963348904,0.5077254761049227,93
93,0.453108156665469,0.2831476823571685,0.5073661516349264,0.5684513115343155,94
94,0.4552641034854474,0.2831476823571685,0.5231764283147682,0.5583902263744159,95
95,0.4502335609054977,0.2831476823571685,0.5159899389148401,0.5677326625943226,96
96,0.4520301832554797,0.2842256557671577,0.5253323751347466,0.4132231404958678,97
97,0.453108156665469,0.2835070068271649,0.5073661516349264,0.4408911246855911,98
98,0.43657923104563423,0.2827883578871721,0.5167085878548329,0.3632770391663672,99
99,0.4319080129356809,0.2831476823571685,0.5152712899748473,0.4125044915558749,100
100,0.453108156665469,0.2827883578871721,0.5073661516349264,0.12576356449874238,101
